date,case,text,source,clean_text,frame_security,frame_humanitarian,frame_economic,frame_responsibility,frame_diplomacy
2022-03-07,Ukraine,Migration reporting discusses humanitarian and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and border in the context of conflict.,1,1,0,0,0
2022-05-16,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-10-07,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-03-21,Ukraine,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2022-10-13,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-06-23,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2024-01-12,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-11-09,Ukraine,Migration reporting discusses refugee and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and diplomacy in the context of conflict.,0,1,0,0,1
2022-08-13,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-05-14,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-02-21,Ukraine,Migration reporting discusses diplomacy and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and border in the context of conflict.,1,0,0,0,1
2022-01-24,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-07-01,Ukraine,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2024-06-09,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-01-07,Ukraine,Migration reporting discusses diplomacy and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and security in the context of conflict.,1,0,0,0,1
2024-11-05,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-11-05,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-02-05,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2024-12-22,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-10-26,Ukraine,Migration reporting discusses refugee and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and diplomacy in the context of conflict.,0,1,0,0,1
2024-01-14,Ukraine,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2023-05-09,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-09-22,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-09-15,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-12-05,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2023-03-10,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-03-28,Ukraine,Migration reporting discusses humanitarian and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and diplomacy in the context of conflict.,0,1,0,0,1
2022-09-05,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-05-12,Ukraine,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-03-28,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-05-01,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-03-06,Ukraine,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-07-25,Ukraine,Migration reporting discusses security and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and diplomacy in the context of conflict.,1,0,0,0,1
2024-08-26,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-04-13,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-07-18,Ukraine,Migration reporting discusses border and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and humanitarian in the context of conflict.,1,1,0,0,0
2024-04-21,Ukraine,Migration reporting discusses refugee and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and diplomacy in the context of conflict.,0,1,0,0,1
2022-05-05,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2023-05-25,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-07-07,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-01-11,Ukraine,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2022-06-04,Ukraine,Migration reporting discusses diplomacy and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and refugee in the context of conflict.,0,1,0,0,1
2022-04-14,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-04-30,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-09-21,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-05-01,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-01-05,Ukraine,Migration reporting discusses border and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and humanitarian in the context of conflict.,1,1,0,0,0
2023-08-08,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2022-11-14,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-03-22,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-05-05,Ukraine,Migration reporting discusses refugee and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and diplomacy in the context of conflict.,0,1,0,0,1
2024-09-03,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-11-06,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-05-21,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-04-06,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-05-20,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-06-17,Ukraine,Migration reporting discusses diplomacy and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and border in the context of conflict.,1,0,0,0,1
2023-06-19,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-05-04,Ukraine,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2023-09-07,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2022-01-20,Ukraine,Migration reporting discusses diplomacy and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and refugee in the context of conflict.,0,1,0,0,1
2022-05-31,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-06-28,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2022-05-21,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-08-07,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-09-12,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-09-06,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-06-26,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-11-15,Ukraine,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2023-12-04,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-11-01,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2022-07-09,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2022-01-08,Ukraine,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2022-11-27,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2022-01-20,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2022-11-02,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2022-10-31,Ukraine,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2023-09-24,Ukraine,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2023-03-07,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-12-26,Ukraine,Migration reporting discusses diplomacy and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and security in the context of conflict.,1,0,0,0,1
2023-04-30,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-04-24,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-11-12,Ukraine,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2022-11-23,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-03-21,Ukraine,Migration reporting discusses security and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and diplomacy in the context of conflict.,1,0,0,0,1
2024-07-31,Ukraine,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2023-04-02,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-03-27,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2023-07-26,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2023-11-10,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-06-19,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-06-28,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-06-08,Ukraine,Migration reporting discusses border and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and humanitarian in the context of conflict.,1,1,0,0,0
2024-11-13,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2023-01-25,Ukraine,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2022-01-04,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-06-02,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-10-05,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-11-04,Ukraine,Migration reporting discusses humanitarian and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and border in the context of conflict.,1,1,0,0,0
2024-04-04,Ukraine,Migration reporting discusses diplomacy and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and security in the context of conflict.,1,0,0,0,1
2023-01-28,Ukraine,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2023-09-09,Ukraine,Migration reporting discusses diplomacy and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and refugee in the context of conflict.,0,1,0,0,1
2023-09-15,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2023-10-22,Ukraine,Migration reporting discusses humanitarian and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and diplomacy in the context of conflict.,0,1,0,0,1
2023-03-14,Ukraine,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2023-08-05,Ukraine,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2023-09-28,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2022-10-29,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2023-05-17,Ukraine,Migration reporting discusses diplomacy and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and refugee in the context of conflict.,0,1,0,0,1
2024-07-21,Ukraine,Migration reporting discusses diplomacy and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and security in the context of conflict.,1,0,0,0,1
2024-02-26,Ukraine,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2022-10-30,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
2024-05-20,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-11-26,Ukraine,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2022-09-06,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2024-12-23,Ukraine,Migration reporting discusses humanitarian and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and diplomacy in the context of conflict.,0,1,0,0,1
2024-07-02,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2024-07-10,Ukraine,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-12-03,Ukraine,Migration reporting discusses security and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and border in the context of conflict.,2,0,0,0,0
2024-06-19,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2023-04-26,Ukraine,Migration reporting discusses border and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and diplomacy in the context of conflict.,1,0,0,0,1
2022-06-15,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-04-19,Ukraine,Migration reporting discusses security and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and diplomacy in the context of conflict.,1,0,0,0,1
2022-05-12,Ukraine,Migration reporting discusses humanitarian and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and border in the context of conflict.,1,1,0,0,0
2024-08-12,Ukraine,Migration reporting discusses refugee and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and security in the context of conflict.,1,1,0,0,0
2024-05-10,Ukraine,Migration reporting discusses diplomacy and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and refugee in the context of conflict.,0,1,0,0,1
2024-02-19,Ukraine,Migration reporting discusses refugee and border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and border in the context of conflict.,1,1,0,0,0
2023-09-04,Ukraine,Migration reporting discusses humanitarian and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian and security in the context of conflict.,1,1,0,0,0
2024-09-26,Ukraine,Migration reporting discusses border in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border in the context of conflict.,1,0,0,0,0
2024-06-11,Ukraine,Migration reporting discusses refugee and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee and humanitarian in the context of conflict.,0,2,0,0,0
2023-11-20,Ukraine,Migration reporting discusses security and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and humanitarian in the context of conflict.,1,1,0,0,0
2022-09-19,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-02-25,Ukraine,Migration reporting discusses humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses humanitarian in the context of conflict.,0,1,0,0,0
2022-10-05,Ukraine,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2023-06-17,Ukraine,Migration reporting discusses border and security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and security in the context of conflict.,2,0,0,0,0
2024-07-20,Ukraine,Migration reporting discusses border and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and humanitarian in the context of conflict.,1,1,0,0,0
2023-07-24,Ukraine,Migration reporting discusses border and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and refugee in the context of conflict.,1,1,0,0,0
2024-08-21,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-04-17,Ukraine,Migration reporting discusses security and refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security and refugee in the context of conflict.,1,1,0,0,0
2022-03-24,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-02-13,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-11-09,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2024-08-27,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2023-03-23,Ukraine,Migration reporting discusses border and diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses border and diplomacy in the context of conflict.,1,0,0,0,1
2022-12-10,Ukraine,Migration reporting discusses security in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses security in the context of conflict.,1,0,0,0,0
2023-09-30,Ukraine,Migration reporting discusses diplomacy in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy in the context of conflict.,0,0,0,0,1
2022-02-22,Ukraine,Migration reporting discusses diplomacy and humanitarian in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses diplomacy and humanitarian in the context of conflict.,0,1,0,0,1
2024-03-23,Ukraine,Migration reporting discusses refugee in the context of conflict.,SYNTHETIC_DEMO,migration reporting discusses refugee in the context of conflict.,0,1,0,0,0
